UF,CIDADE,CEP INICIAL,CEP FINAL,VALOR,PRAZO
MG,TOCOSDOMOJIMG,37563000,37563999,"429,01",7
MG,TRESCORACOESMG,37410000,37413999,"429,01",3
MG,TRESPONTASMG,37190000,37194999,"429,01",3
MG,TURVOLANDIAMG,37496000,37497999,"461,63",7
MG,VARGINHAMG,37000000,37109999,"429,01",3
MG,VIRGINIAMG,37465000,37465999,"461,63",13
MG,WENCESLAUBRAZMG,37512000,37513999,"429,01",13
MG,AGUABOAMG,39790000,39794999,"471,81",14
MG,AGUACOMPRIDAMG,38110000,38119999,"471,81",7
MG,AGUANILMG,37273000,37274999,"471,81",7
MG,ALFREDOVASCONCELOSMG,36272000,36274999,"471,81",7
MG,ALPINOPOLISMG,37940000,37944999,"471,81",4
MG,ALTEROSAMG,37145000,37147999,"471,81",3
MG,ALTORIODOCEMG,36260000,36264999,"471,81",13
MG,ANTONIOCARLOSMG,36220000,36224999,"471,81",7
MG,ANTONIODIASMG,35177000,35179999,"471,81",14
MG,ARACITABAMG,36255000,36259999,"504,43",13
MG,ARAUJOSMG,35603000,35603999,"471,81",3
MG,ARAXAMG,38180000,38184999,"471,81",3
MG,ARCOSMG,35588000,35589999,"471,81",4
MG,AREADOMG,37140000,37144999,"471,81",3
MG,ARGIRITAMG,36710000,36719999,"504,43",13
MG,BAMBUIMG,38900000,38909999,"471,81",5
MG,BARBACENAMG,36200000,36209999,"471,81",3
MG,BARROSOMG,36212000,36212999,"471,81",3
MG,BELMIROBRAGAMG,36126000,36129999,"471,81",13
MG,BIASFORTESMG,36230000,36234999,"471,81",13
MG,BICASMG,36600000,36603999,"504,43",4
MG,BOCAINADEMINASMG,37340000,37349999,"471,81",13
MG,BOMDESPACHOMG,35600000,35602999,"471,81",4
MG,BOMSUCESSOMG,37220000,37222999,"471,81",5
MG,CAMPOBELOMG,37270000,37272999,"471,81",3
MG,CAMPOFLORIDOMG,38130000,38139999,"471,81",7
MG,CAMPOSGERAISMG,37160000,37164999,"471,81",3
MG,CANAVERDEMG,37267000,37269999,"471,81",7
MG,CANDEIASMG,37280000,37299999,"471,81",5
MG,CAPELANOVAMG,36290000,36299999,"471,81",13
MG,CAPITOLIOMG,37930000,37939999,"471,81",5
MG,CARMODACACHOEIRAMG,37225000,37234999,"471,81",7
MG,CARMODAMATAMG,35547000,35549999,"471,81",5
MG,CARMODOCAJURUMG,35510000,35513999,"471,81",7
MG,CARMODORIOCLAROMG,37150000,37159999,"471,81",3
MG,CARRANCASMG,37245000,37249999,"504,43",7
MG,CHACARAMG,36110000,36119999,"504,43",13
MG,CHIADORMG,36630000,36639999,"504,43",13
MG,CLAUDIOMG,35530000,35533999,"471,81",4
SP,COLOMBIASP,14795000,14799999,"462,39",4
MG,CONCEICAODABARRADEMINMG,36360000,36369999,"471,81",13
MG,CONCEICAODASALAGOASMG,38120000,38129999,"471,81",3
MG,CONCEICAODOPARAMG,35668000,35668999,"471,81",5
MG,CONQUISTAMG,38195000,38199999,"471,81",7
MG,CONSELHEIROLAFAIETEMG,36400000,36414999,"471,81",3
MG,CORONELPACHECOMG,36155000,36156999,"471,81",4
MG,CORONELXAVIERCHAVESMG,36330000,36334999,"471,81",13
MG,CORREGOFUNDOMG,35578000,35579999,"471,81",5
MG,CRISTAISMG,37275000,37277999,"471,81",7
MG,DELFINOPOLISMG,37910000,37919999,"504,43",7
MG,DELTAMG,38108000,38109999,"471,81",4
MG,DESCOBERTOMG,36690000,36699999,"504,43",3
MG,DESTERRODOMELOMG,36210000,36211999,"471,81",13
MG,DIVINOPOLISMG,35500000,35515999,"471,81",4
MG,DORESDECAMPOSMG,36213000,36214999,"471,81",3
MG,EWBANKDACAMARAMG,36108000,36109999,"471,81",5
MG,FORMIGAMG,35570000,35577999,"471,81",4
MG,FRONTEIRAMG,38230000,38239999,"471,81",7
MG,FRUTALMG,38200000,38209999,"471,81",4
MG,GOIANAMG,36152000,36154999,"504,43",4
MG,GRUPIARAMG,38470000,38489999,"504,43",14
MG,GUAPEMG,37177000,37189999,"471,81",7
MG,GUARARAMG,36606000,36607999,"504,43",4
MG,IBERTIOGAMG,36225000,36226999,"504,43",13
MG,IBIRACIMG,37990000,37992999,"504,43",7
MG,IBITURUNAMG,37223000,37224999,"504,43",7
MG,IGARATINGAMG,35695000,35699999,"471,81",4
MG,IGUATAMAMG,38910000,38929999,"471,81",5
MG,ILICINEAMG,37175000,37176999,"471,81",7
MG,INGAIMG,37215000,37219999,"504,43",7
MG,ITAPAGIPEMG,38240000,38249999,"471,81",5
MG,ITAPECERICAMG,35550000,35554999,"471,81",7
MG,ITAUNAMG,35680000,35684999,"471,81",4
MG,ITUIUTABAMG,38300000,38309999,"471,81",3
MG,ITUTINGAMG,36390000,36399999,"471,81",7
MG,JESUANIAMG,37485000,37487999,"471,81",5
MG,JUIZDEFORAMG,36000000,36107999,"471,81",3
MG,LAGOADAPRATAMG,35590000,35594999,"471,81",4
MG,LAGOADOURADAMG,36345000,36349999,"471,81",7
MG,LIMADUARTEMG,36140000,36144999,"471,81",7
MG,LUMINARIASMG,37240000,37244999,"504,43",7
MG,LUZMG,35595000,35599999,"471,81",7
MG,MADREDEDEUSDEMINASMG,37305000,37309999,"471,81",13
MG,MARDEESPANHAMG,36640000,36649999,"471,81",4
MG,MARIPADEMINASMG,36608000,36609999,"471,81",7
MG,MATIASBARBOSAMG,36120000,36122999,"471,81",5
MG,MOEMAMG,35604000,35605999,"471,81",7
MG,NAZARENOMG,36370000,36389999,"471,81",7
MG,NEPOMUCENOMG,37250000,37259999,"471,81",4
MG,NOVAPONTEMG,38160000,38169999,"471,81",3
MG,NOVASERRANAMG,35519000,35519999,"471,81",4
MG,OLARIAMG,36145000,36145999,"504,43",13
MG,OLIMPIONORONHAMG,37488000,37489999,"471,81",7
MG,OLIVEIRAFORTESMG,36250000,36254999,"471,81",13
MG,OLIVEIRAMG,35540000,35542999,"471,81",4
MG,PAINSMG,35582000,35584999,"471,81",5
MG,PAIVAMG,36195000,36199999,"504,43",13
MG,PARADEMINASMG,35660000,35664999,"471,81",4
MG,PASSAVINTEMG,37330000,37339999,"471,81",13
MG,PEDRADOINDAIAMG,35565000,35569999,"471,81",5
MG,PEDRINOPOLISMG,38178000,38179999,"471,81",7
MG,PEDROTEIXEIRAMG,36148000,36149999,"471,81",13
MG,PEQUERIMG,36610000,36619999,"504,43",7
MG,PERDIGAOMG,35515000,35515999,"471,81",3
MG,PERDOESMG,37260000,37261999,"471,81",3
MG,PIAUMG,36157000,36159999,"504,43",13
MG,PIEDADEDORIOGRANDEMG,36227000,36229999,"471,81",13
MG,PIMENTAMG,35585000,35587999,"471,81",4
MG,PIRAJUBAMG,38210000,38219999,"471,81",4
MG,PITANGUIMG,35650000,35654999,"471,81",5
MG,PIUMHIMG,37925000,37925999,"471,81",4
MG,PLANURAMG,38220000,38229999,"471,81",4
MG,PRADOSMG,36320000,36324999,"471,81",5
MG,RESENDECOSTAMG,36340000,36344999,"471,81",4
MG,RESSAQUINHAMG,36270000,36271999,"471,81",7
MG,RIOMANSOMG,35525000,35525999,"471,81",14
MG,RIONOVOMG,36150000,36151999,"471,81",4
MG,RIOPRETOMG,36130000,36131999,"471,81",13
MG,RITAPOLISMG,36335000,36339999,"504,43",13
MG,ROCHEDODEMINASMG,36604000,36605999,"471,81",4
MG,SANTABARBARADOMONTEVERDEMG,36132000,36134999,"471,81",13
MG,SANTABARBARADOTUGURIOMG,36215000,36219999,"471,81",13
MG,SANTACRUZDEMINASMG,36328000,36329999,"471,81",3
MG,SANTAJULIANAMG,38175000,38177999,"471,81",3
MG,SANTANADODESERTOMG,36620000,36629999,"471,81",13
MG,SANTANADOGARAMBEUMG,36146000,36147999,"471,81",13
MG,SANTANADOJACAREMG,37278000,37279999,"471,81",7
MG,SANTARITADOIBITIPOCAMG,36235000,36239999,"471,81",13
MG,SANTOANTONIODOAMPAROMG,37262000,37263999,"471,81",5
MG,SANTOANTONIODOAVENTUREIROMG,36670000,36679999,"471,81",13
MG,SANTOANTONIODOMONTEMG,35560000,35564999,"471,81",5
MG,SANTOSDUMONTMG,36240000,36249999,"471,81",5
MG,SAOBENTOABADEMG,37414000,37417999,"471,81",17
MG,SAOGONCALODOPARAMG,35516000,35516999,"471,81",7
MG,SAOJOAODELREIMG,36300000,36319999,"471,81",3
MG,SAOJOAONEPOMUCENOMG,36680000,36689999,"471,81",4
MG,SAOJOSEDABARRAMG,37945000,37947999,"471,81",7
MG,SAOJOSEDAVARGINHAMG,35694000,35694999,"471,81",7
MG,SAOROQUEDEMINASMG,37928000,37929999,"471,81",7
MG,SAOSEBASTIAODOOESTEMG,35506000,35509999,"471,81",7
MG,SAOTHOMEDASLETRASMG,37418000,37419999,"471,81",17
MG,SAOTIAGOMG,36350000,36359999,"471,81",13
MG,SENADORCORTESMG,36650000,36659999,"471,81",7
MG,SENHORADOSREMEDIOSMG,36275000,36279999,"471,81",13
MG,SIMAOPEREIRAMG,36123000,36125999,"471,81",13
MG,TAQUARACUDEMINASMG,33980000,33999999,"471,81",13
MG,TIRADENTESMG,36325000,36327999,"504,43",7
MG,UBAMG,36500000,36509999,"471,81",3
MG,UBERABAMG,38000000,38107999,"471,81",3
MG,UBERLANDIAMG,38400000,38419999,"471,81",3
MG,VARGEMBONITAMG,37922000,37924999,"471,81",7
MG,VERISSIMOMG,38150000,38159999,"471,81",7
MG,ABADIADOSDOURADOSMG,38540000,38549999,"578,87",4
MG,ABAETEMG,35620000,35620999,"611,49",14
MG,ACAIACAMG,35438000,35438999,"611,49",14
MG,ALEMPARAIBAMG,36660000,36669999,"578,87",8
MG,ALVINOPOLISMG,35950000,35959999,"611,49",14
MG,AMPARODASERRAMG,35444000,35446999,"578,87",14
MG,ANDRELANDIAMG,37300000,37304999,"611,49",8
MG,ANTONIOPRADODEMINASMG,36850000,36854999,"578,87",14
MG,ARACAIMG,35777000,35779999,"578,87",8
MG,ARAGUARIMG,38440000,38459999,"578,87",3
MG,ARANTINAMG,37360000,37369999,"611,49",8
MG,ARAPONGAMG,36594000,36599999,"611,49",14
MG,ARAPUAMG,38860000,38869999,"578,87",8
MG,ASTOLFODUTRAMG,36780000,36783999,"578,87",8
MG,BALDIMMG,35706000,35708999,"611,49",14
MG,BARAODECOCAISMG,35970000,35983999,"578,87",14
MG,BARAODEMONTEALTOMG,36870000,36877999,"578,87",6
MG,BARRALONGAMG,35447000,35449999,"578,87",14
MG,BELAVISTADEMINASMG,35938000,35939999,"578,87",14
MG,BELOVALEMG,35473000,35489999,"578,87",14
MG,BOMJARDIMDEMINASMG,37310000,37329999,"578,87",8
MG,BOMJESUSDOAMPAROMG,35908000,35909999,"578,87",14
MG,BONFIMMG,35521000,35522999,"611,49",14
MG,BRASPIRESMG,36542000,36543999,"578,87",14
MG,CACHOEIRADAPRATAMG,35765000,35766999,"578,87",8
MG,CAETANOPOLISMG,35770000,35773999,"578,87",6
MG,CAJURIMG,36560000,36569999,"611,49",14
MG,CAMACHOMG,35555000,35559999,"611,49",14
MG,CAMPINAVERDEMG,38270000,38279999,"578,87",8
MG,CANAAMG,36592000,36593999,"611,49",14
MG,CAPIMBRANCOMG,35730000,35739999,"578,87",5
MG,CAPINOPOLISMG,38360000,38369999,"578,87",6
MG,CARANAIBAMG,36428000,36429999,"611,49",14
MG,CARANDAIMG,36280000,36289999,"578,87",8
MG,CARMESIAMG,35878000,35879999,"611,49",14
MG,CARMODOPARANAIBAMG,38840000,38859999,"578,87",4
MG,CARMOPOLISDEMINASMG,35534000,35535999,"578,87",8
MG,CASAGRANDEMG,36422000,36423999,"578,87",14
MG,CASCALHORICOMG,38460000,38469999,"578,87",8
MG,CATAGUASESMG,36770000,36779999,"611,49",5
MG,CATASALTASDANORUEGAMG,36450000,36454999,"578,87",14
MG,CATASALTASMG,35969000,35969999,"578,87",14
MG,CIPOTANEAMG,36265000,36269999,"611,49",14
MG,COIMBRAMG,36550000,36554999,"611,49",6
MG,CONCEICAODOMATODENTROMG,35860000,35864999,"578,87",14
MG,CONGONHASMG,36415000,36419999,"611,49",5
MG,CORDISBURGOMG,35780000,35784999,"578,87",8
MG,CORINTOMG,39200000,39204999,"578,87",8
MG,COROMANDELMG,38550000,38569999,"578,87",4
MG,CORONELFABRICIANOMG,35170000,35176999,"578,87",4
MG,CRISTIANOOTONIMG,36426000,36427999,"578,87",8
MG,CRUCILANDIAMG,35520000,35520999,"611,49",14
MG,CRUZEIRODAFORTALEZAMG,38735000,38739999,"578,87",6
MG,CURVELOMG,35790000,35793999,"578,87",4
MG,DESTERRODEENTRERIOSMG,35494000,35494999,"578,87",14
MG,DIOGODEVASCONCELOSMG,35437000,35437999,"578,87",14
MG,DIONISIOMG,35984000,35985999,"611,49",14
MG,DIVINESIAMG,36546000,36549999,"611,49",14
MG,DOMJOAQUIMMG,35865000,35874999,"578,87",14
MG,DOMSILVERIOMG,35440000,35440999,"578,87",14
MG,DONAEUZEBIAMG,36784000,36787999,"578,87",8
MG,DORESDOTURVOMG,36513000,36514999,"578,87",14
MG,ENTRERIOSDEMINASMG,35490000,35490999,"578,87",8
MG,ERVALIAMG,36555000,36559999,"611,49",8
MG,ESTRELADALVAMG,36725000,36729999,"578,87",14
MG,ESTRELADOSULMG,38525000,38529999,"578,87",8
MG,EUGENOPOLISMG,36855000,36859999,"611,49",6
MG,FELIXLANDIAMG,35794000,35795999,"578,87",8
MG,FERROSMG,35800000,35809999,"611,49",14
MG,FORTUNADEMINASMG,35760000,35764999,"578,87",8
MG,FUNILANDIAMG,35709000,35709999,"611,49",14
MG,GUARACIABAMG,35436000,35436999,"611,49",14
MG,GUARANIMG,36160000,36164999,"611,49",8
MG,GUIDOVALMG,36515000,36519999,"611,49",8
MG,GUIMARANIAMG,38730000,38734999,"578,87",6
MG,GUIRICEMAMG,36525000,36529999,"611,49",8
MG,GURINHATAMG,38310000,38319999,"578,87",8
MG,IBIAMG,38950000,38959999,"578,87",6
MG,INDIANOPOLISMG,38490000,38499999,"578,87",8
MG,INHAUMAMG,35710000,35714999,"578,87",8
MG,INIMUTABAMG,35796000,35796999,"578,87",6
MG,IPATINGAMG,35160000,35165999,"578,87",4
MG,IRAIDEMINASMG,38510000,38519999,"578,87",6
MG,ITAGUARAMG,35514000,35514999,"578,87",8
MG,ITAMARATIDEMINASMG,36788000,36789999,"578,87",14
MG,ITAMBEDOMATODENTROMG,35820000,35829999,"578,87",14
MG,ITAVERAVAMG,36440000,36449999,"611,49",14
MG,JABOTICATUBASMG,35830000,35844999,"611,49",14
MG,JAGUARACUMG,35188000,35189999,"611,49",14
MG,JAPARAIBAMG,35580000,35581999,"611,49",14
MG,JECEABAMG,35497000,35499999,"578,87",8
MG,JEQUERIMG,35390000,35399999,"611,49",18
MG,JEQUITIBAMG,35767000,35769999,"611,49",14
MG,LAGAMARMG,38785000,38789999,"578,87",6
MG,LAGOAFORMOSAMG,38720000,38729999,"578,87",4
MG,LAMIMMG,36455000,36459999,"611,49",14
MG,LARANJALMG,36760000,36769999,"611,49",6
MG,LEANDROFERREIRAMG,35657000,35659999,"578,87",14
MG,LEOPOLDINAMG,36700000,36709999,"611,49",6
MG,MANHUACUMG,36900000,36909999,"578,87",4
MG,MARAVILHASMG,35666000,35666999,"578,87",8
MG,MARIANAMG,35420000,35429999,"611,49",4
MG,MARLIERIAMG,35185000,35187999,"611,49",14
MG,MARTINHOCAMPOSMG,35606000,35609999,"578,87",14
MG,MATOZINHOSMG,35720000,35729999,"578,87",5
MG,MERCESMG,36190000,36194999,"611,49",8
MG,MIRADOUROMG,36893000,36894999,"611,49",8
MG,MIRAIMG,36790000,36792999,"611,49",5
MG,MOEDAMG,35470000,35472999,"611,49",14
MG,MONJOLOSMG,39215000,39219999,"611,49",14
MG,MONTEALEGREDEMINASMG,38420000,38429999,"578,87",6
MG,MONTECARMELOMG,38500000,38509999,"578,87",4
MG,MORRODAGARCAMG,35798000,35799999,"578,87",14
MG,MORRODOPILARMG,35875000,35877999,"578,87",14
MG,MURIAEMG,36880000,36892999,"578,87",4
MG,NOVAERAMG,35920000,35929999,"578,87",14
MG,ONCADEPITANGUIMG,35655000,35656999,"578,87",14
MG,ORATORIOSMG,35439000,35439999,"611,49",14
MG,OUROBRANCOMG,36420000,36421999,"578,87",5
MG,OUROPRETOMG,35400000,35419999,"578,87",4
MG,PALMAMG,36750000,36759999,"578,87",14
MG,PAPAGAIOSMG,35669000,35669999,"578,87",8
MG,PARAOPEBAMG,35774000,35776999,"578,87",6
MG,PASSABEMMG,35810000,35814999,"611,49",14
MG,PASSATEMPOMG,35537000,35539999,"578,87",14
MG,PATOSDEMINASMG,38700000,38719999,"578,87",3
MG,PATROCINIODOMURIAEMG,36860000,36869999,"578,87",6
MG,PATROCINIOMG,38740000,38749999,"578,87",4
MG,PAULACANDIDOMG,36544000,36545999,"578,87",14
MG,PEDRADOANTAMG,36585000,36589999,"578,87",14
MG,PEDROLEOPOLDOMG,33600000,33799999,"578,87",5
MG,PEQUIMG,35667000,35667999,"578,87",8
MG,PERDIZESMG,38170000,38174999,"578,87",5
MG,PIEDADEDOSGERAISMG,35526000,35529999,"578,87",14
MG,PIRACEMAMG,35536000,35536999,"611,49",14
MG,PIRANGAMG,36480000,36499999,"611,49",14
MG,PIRAPETINGAMG,36730000,36739999,"611,49",14
MG,PIRAUBAMG,36170000,36179999,"611,49",8
MG,POMPEUMG,35640000,35649999,"611,49",14
MG,PONTENOVAMG,35430000,35435999,"578,87",4
MG,PORTOFIRMEMG,36576000,36579999,"578,87",14
MG,PRATAMG,38140000,38149999,"578,87",6
MG,PRESIDENTEBERNARDESMG,36475000,36479999,"578,87",14
MG,PRESIDENTEJUSCELINOMG,35797000,35797999,"578,87",14
MG,PRESIDENTEOLEGARIOMG,38750000,38754999,"578,87",6
MG,PRUDENTEDEMORAISMG,35715000,35719999,"578,87",5
MG,QUARTELGERALMG,35625000,35627999,"578,87",14
MG,QUELUZITOMG,36424000,36425999,"611,49",14
MG,RECREIOMG,36740000,36749999,"611,49",6
MG,REDUTOMG,36920000,36922999,"611,49",5
MG,RIODOCEMG,35442000,35443999,"578,87",14
MG,RIOESPERAMG,36460000,36469999,"578,87",14
MG,RIOPIRACICABAMG,35940000,35949999,"578,87",14
MG,RIOPOMBAMG,36180000,36184999,"578,87",6
MG,RODEIROMG,36510000,36511999,"611,49",8
MG,ROMARIAMG,38520000,38524999,"578,87",6
MG,ROSARIODALIMEIRAMG,36878000,36879999,"578,87",14
MG,SACRAMENTOMG,38190000,38194999,"578,87",4
MG,SANTACRUZDOESCALVADOMG,35383000,35387999,"578,87",14
MG,SANTAMARIADEITABIRAMG,35910000,35919999,"578,87",14
MG,SANTANADECATAGUASESMG,36795000,36799999,"578,87",14
MG,SANTANADEPIRAPAMAMG,35785000,35788999,"578,87",14
MG,SANTANADORIACHOMG,35845000,35849999,"578,87",14
MG,SANTANADOSMONTESMG,36430000,36439999,"578,87",14
MG,SANTARITADEJACUTINGAMG,36135000,36139999,"578,87",13
MG,SANTAVITORIAMG,38320000,38349999,"578,87",6
MG,SANTOANTONIODORIOABAIXOMG,35880000,35893999,"578,87",14
MG,SAOBRASDOSUACUIMG,35495000,35496999,"578,87",8
MG,SAODOMINGOSDOPRATAMG,35993000,35999999,"578,87",14
MG,SAOFRANCISCODEPAULAMG,35543000,35546999,"578,87",14
MG,SAOGERALDOMG,36530000,36539999,"578,87",14
MG,SAOGONCALODORIOABAIXOMG,35935000,35937999,"578,87",14
MG,SAOJOSEDALAPAMG,33350000,33399999,"578,87",5
MG,SAOJOSEDOGOIABALMG,35986000,35992999,"578,87",14
MG,SAOMIGUELDOANTAMG,36590000,36591999,"578,87",14
MG,SAOSEBASTIAODORIOPRETOMG,35815000,35819999,"578,87",14
MG,SAOVICENTEDEMINASMG,37370000,37399999,"578,87",8
MG,SEMPEIXEMG,35441000,35441999,"578,87",14
MG,SENADORFIRMINOMG,36540000,36541999,"578,87",14
MG,SENHORADEOLIVEIRAMG,36470000,36474999,"578,87",14
MG,SERRADOSALITREMG,38760000,38769999,"578,87",6
MG,SETELAGOASMG,35700000,35718999,"578,87",4
MG,SILVERANIAMG,36185000,36189999,"578,87",14
MG,TABULEIROMG,36165000,36169999,"611,49",14
MG,TAPIRAMG,38185000,38189999,"578,87",8
MG,TEIXEIRASMG,36580000,36584999,"611,49",6
MG,TIMOTEOMG,35180000,35184999,"578,87",4
MG,TOCANTINSMG,36512000,36512999,"611,49",6
MG,VICOSAMG,36570000,36575999,"578,87",4
MG,VIEIRASMG,36895000,36899999,"611,49",14
MG,VISCONDEDORIOBRANCOMG,36520000,36524999,"578,87",6
MG,VOLTAGRANDEMG,36720000,36724999,"578,87",8
MG,ABRECAMPOMG,35365000,35366999,"638,26",5
MG,ACUCENAMG,35147000,35147999,"670,89",14
MG,ALPERCATAMG,35138000,35139999,"638,26",8
MG,ALTOCAPARAOMG,36979000,36979999,"638,26",5
MG,ALTOJEQUITIBAMG,36976000,36978999,"638,26",5
MG,ALVARENGAMG,35249000,35249999,"670,89",14
MG,ALVORADADEMINASMG,39140000,39149999,"638,26",14
MG,AUGUSTODELIMAMG,39220000,39229999,"638,26",14
MG,BELOORIENTEMG,35195000,35197999,"638,26",8
MG,BIQUINHASMG,35621000,35621999,"670,89",14
MG,BOMJESUSDOGALHOMG,35340000,35344999,"638,26",14
MG,BRAUNASMG,35169000,35169999,"670,89",14
MG,BUENOPOLISMG,39230000,39239999,"670,89",14
MG,BUGREMG,35193000,35194999,"670,89",14
MG,BURITIZEIROMG,39280000,39289999,"670,89",6
MG,CAIANAMG,36832000,36833999,"638,26",5
MG,CAMPANARIOMG,39835000,39836999,"670,89",14
MG,CAMPOSALTOSMG,38970000,38979999,"638,26",14
MG,CANTAGALOMG,39703000,39703999,"670,89",14
MG,CAPARAOMG,36834000,36835999,"670,89",5
MG,CAPITAOANDRADEMG,35123000,35124999,"638,26",14
MG,CAPUTIRAMG,36925000,36929999,"670,89",6
MG,CARANGOLAMG,36800000,36809999,"670,89",6
MG,CEDRODOABAETEMG,35624000,35624999,"638,26",14
MG,CHALEMG,36985000,36989999,"670,89",14
MG,COLUNAMG,39770000,39774999,"670,89",14
MG,CONCEICAODEIPANEMAMG,36947000,36949999,"638,26",14
MG,CONGONHASDONORTEMG,35850000,35857999,"638,26",14
MG,CONSELHEIROPENAMG,35240000,35245999,"638,26",14
MG,COROACIMG,39710000,39714999,"670,89",14
MG,CORREGODANTAMG,38990000,39099999,"638,26",14
MG,CORREGONOVOMG,35345000,35347999,"638,26",14
MG,COUTODEMAGALHAESDEMINMG,39188000,39189999,"638,26",14
MG,DATASMG,39130000,39134999,"670,89",14
MG,DIAMANTINAMG,39100000,39119999,"670,89",14
MG,DIVINODASLARANJEIRASMG,35265000,35269999,"638,26",14
MG,DIVINOLANDIADEMINASMG,39735000,39739999,"638,26",14
MG,DIVINOMG,36820000,36827999,"670,89",6
MG,DOMCAVATIMG,35148000,35148999,"638,26",8
MG,DORESDEGUANHAESMG,35894000,35899999,"638,26",14
MG,DORESDOINDAIAMG,35610000,35612999,"638,26",14
MG,DORESOPOLISMG,37926000,37926999,"670,89",14
MG,DURANDEMG,36974000,36975999,"670,89",5
MG,ENGENHEIROCALDASMG,35130000,35134999,"638,26",8
MG,ENTREFOLHASMG,35324000,35324999,"638,26",14
MG,ESPERAFELIZMG,36830000,36831999,"638,26",6
MG,ESTRELADOINDAIAMG,35613000,35616999,"638,26",14
MG,FARIALEMOSMG,36840000,36843999,"638,26",16
MG,FELICIODOSSANTOSMG,39180000,39184999,"638,26",14
MG,FERNANDESTOURINHOMG,35135000,35137999,"638,26",14
MG,FERVEDOUROMG,36815000,36819999,"670,89",5
MG,FORTALEZADEMINASMG,37905000,37909999,"638,26",14
MG,FREIINOCENCIOMG,35112000,35112999,"638,26",14
MG,FREILAGONEGROMG,39708000,39709999,"638,26",14
MG,GALILEIAMG,35250000,35257999,"670,89",14
MG,GONZAGAMG,39720000,39722999,"670,89",14
MG,GOUVEIAMG,39120000,39129999,"670,89",14
MG,GOVERNADORVALADARESMG,35000000,35109999,"638,26",4
MG,GUANHAESMG,39740000,39744999,"638,26",9
MG,IAPUMG,35190000,35192999,"670,89",14
MG,IBIAIMG,39350000,39354999,"670,89",14
MG,IMBEDEMINASMG,35323000,35323999,"638,26",14
MG,IPABAMG,35198000,35198999,"670,89",14
MG,IPANEMAMG,36950000,36952999,"670,89",14
MG,ITABIRAMG,35900000,35904999,"638,26",6
MG,ITAMARANDIBAMG,39670000,39677999,"670,89",14
MG,ITANHOMIMG,35120000,35122999,"670,89",14
MG,JAMPRUCAMG,39837000,39839999,"670,89",14
MG,JEQUITAIMG,39370000,39379999,"670,89",14
MG,JOANESIAMG,35168000,35168999,"670,89",14
MG,JOAOMONLEVADEMG,35930000,35934999,"638,26",6
MG,JOAOPINHEIROMG,38770000,38778999,"638,26",6
MG,JOAQUIMFELICIOMG,39240000,39249999,"638,26",14
MG,JOSERAYDANMG,39775000,39779999,"638,26",14
MG,LAGOADOSPATOSMG,39360000,39364999,"638,26",14
MG,LAJINHAMG,36980000,36984999,"670,89",14
MG,LASSANCEMG,39250000,39259999,"670,89",14
MG,LUISBURGOMG,36923000,36924999,"670,89",14
MG,MANHUMIRIMMG,36970000,36971999,"670,89",6
MG,MARILACMG,35115000,35119999,"670,89",14
MG,MARTINSSOARESMG,36972000,36973999,"638,26",5
MG,MATERLANDIAMG,39755000,39764999,"670,89",14
MG,MATHIASLOBATOMG,35110000,35111999,"638,26",14
MG,MATIPOMG,35367000,35367999,"670,89",6
MG,MATUTINAMG,38870000,38879999,"670,89",14
MG,MEDEIROSMG,38930000,38949999,"670,89",14
MG,MENDESPIMENTELMG,35270000,35274999,"638,26",14
MG,MESQUITAMG,35166000,35166999,"670,89",14
MG,MONTESCLAROSMG,39400000,39422999,"638,26",4
MG,MORADANOVADEMINASMG,35628000,35639999,"638,26",14
MG,MUTUMMG,36955000,36959999,"670,89",14
MG,NACIPRAYDANMG,39718000,39719999,"638,26",14
MG,NAQUEMG,35157000,35159999,"670,89",14
MG,ORIZANIAMG,36828000,36829999,"670,89",5
MG,PAINEIRASMG,35622000,35623999,"670,89",14
MG,PARACATUMG,38600000,38609999,"638,26",4
MG,PAULISTASMG,39765000,39769999,"670,89",14
MG,PECANHAMG,39700000,39702999,"670,89",14
MG,PEDRABONITAMG,35364000,35364999,"638,26",18
MG,PEDRADOURADAMG,36847000,36849999,"638,26",18
MG,PERIQUITOMG,35156000,35156999,"670,89",14
MG,PIEDADEDECARATINGAMG,35325000,35325999,"638,26",14
MG,PIEDADEDEPONTENOVAMG,35382000,35382999,"638,26",6
MG,PINGODAGUAMG,35348000,35349999,"638,26",14
MG,PIRAPORAMG,39270000,39279999,"670,89",4
MG,POCRANEMG,36960000,36969999,"670,89",14
MG,PRATINHAMG,38960000,38969999,"670,89",14
MG,PRESIDENTEKUBITSCHEKMG,39135000,39139999,"638,26",14
MG,RAULSOARESMG,35350000,35358999,"638,26",6
MG,RIOCASCAMG,35370000,35379999,"638,26",6
MG,RIOPARANAIBAMG,38810000,38819999,"638,26",4
MG,RIOVERMELHOMG,39170000,39179999,"638,26",14
MG,SABINOPOLISMG,39750000,39754999,"670,89",14
MG,SANTABARBARADOLESTEMG,35328000,35329999,"638,26",14
MG,SANTABARBARAMG,35960000,35968999,"638,26",9
MG,SANTAEFIGENIADEMINASMG,39725000,39727999,"638,26",14
MG,SANTAMARGARIDAMG,36910000,36917999,"638,26",6
MG,SANTAMARIADOSUACUIMG,39780000,39783999,"638,26",14
MG,SANTANADOMANHUACUMG,36940000,36946999,"638,26",6
MG,SANTANADOPARAISOMG,35167000,35167999,"638,26",8
