UF,CIDADE,CEP INICIAL,CEP FINAL,VALOR,PRAZO
SP,ARAPEISP,12870000,12899999,"419,59",5
SP,ARARAQUARASP,14800000,14812999,"419,59",3
MG,ARCEBURGOMG,37820000,37854999,"429,01",5
SP,ARCOIRISSP,17630000,17649999,"419,59",7
SP,AREALVASP,17160000,17179999,"419,59",5
SP,AREIASSP,12820000,12829999,"419,59",5
SP,ARIRANHASP,15960000,15969999,"419,59",4
SP,AVAISP,16680000,16699999,"419,59",7
SP,AVANHANDAVASP,16360000,16369999,"419,59",5
SP,BADYBASSITTSP,15115000,15119999,"419,59",3
SP,BALBINOSSP,16640000,16649999,"419,59",7
SP,BALSAMOSP,15140000,15144999,"419,59",3
SP,BARBOSASP,16350000,16359999,"419,59",7
SP,BARRINHASP,14860000,14869999,"419,59",5
SP,BASTOSSP,17690000,17699999,"419,59",3
SP,BATATAISSP,14300000,14339999,"419,59",4
SP,BEBEDOUROSP,14700000,14719999,"419,59",3
SP,BENTODEABREUSP,16790000,16799999,"419,59",5
SP,BILACSP,16210000,16219999,"419,59",7
SP,BIRIGUISP,16200000,16209999,"419,59",3
SP,BOAESPERANCADOSULSP,14930000,14934999,"419,59",5
SP,BORASP,19740000,19749999,"419,59",7
SP,BORBOREMASP,14955000,14959999,"419,59",4
SP,BRAUNASP,16290000,16299999,"419,59",5
SP,BREJOALEGRESP,16265000,16269999,"419,59",7
SP,BRODOWSKISP,14340000,14349999,"419,59",4
SP,BROTASSP,17380000,17399999,"419,59",4
SP,BURITAMASP,15290000,15299999,"419,59",5
SP,CACHOEIRAPAULISTASP,12630000,12689999,"419,59",4
SP,CAFELANDIASP,16500000,16569999,"419,59",4
SP,CAJURUSP,14240000,14249999,"419,59",4
SP,CANASSP,12615000,12619999,"419,59",5
SP,CARDOSOSP,15570000,15579999,"419,59",7
SP,CASABRANCASP,13700000,13709999,"419,59",4
SP,CASSIADOSCOQUEIROSSP,14260000,14269999,"419,59",5
SP,CASTILHOSP,16920000,16939999,"419,59",5
SP,CATANDUVASP,15800000,15819999,"419,59",4
SP,CATIGUASP,15870000,15879999,"419,59",5
SP,CEDRALSP,15895000,15899999,"419,59",4
SP,CLEMENTINASP,16250000,16259999,"419,59",7
SP,COLINASP,14770000,14774999,"419,59",4
SP,COROADOSSP,16260000,16264999,"419,59",7
SP,COSMORAMASP,15530000,15539999,"419,59",5
SP,CRAVINHOSSP,14140000,14149999,"419,59",4
SP,CRUZEIROSP,12700000,12759999,"419,59",3
SP,CUNHASP,12530000,12569999,"439,45",7
SP,DESCALVADOSP,13690000,13699999,"419,59",3
SP,DIVINOLANDIASP,13780000,13789999,"419,59",4
SP,DOBRADASP,15980000,15989999,"419,59",4
SP,DOURADOSP,13590000,13599999,"419,59",5
SP,DRACENASP,17900000,17919999,"419,59",4
SP,DUMONTSP,14120000,14139999,"419,59",5
SP,ELISIARIOSP,15823000,15824999,"419,59",4
SP,EMBAUBASP,15425000,15429999,"419,59",5
SP,ESPIRITOSANTODOPINHALSP,13990000,13994999,"419,59",3
SP,ESTRELADONORTESP,19230000,19249999,"419,59",7
SP,EUCLIDESDACUNHAPAULISTSP,19275000,19279999,"419,59",7
SP,FERNANDOPOLISSP,15600000,15619999,"419,59",3
SP,FLORARICASP,17870000,17879999,"419,59",7
SP,FLOREALSP,15320000,15329999,"419,59",4
SP,FLORIDAPAULISTASP,17830000,17859999,"419,59",7
SP,FRANCASP,14400000,14414999,"419,59",3
SP,GABRIELMONTEIROSP,16220000,16229999,"419,59",7
SP,GAVIAOPEIXOTOSP,14813000,14814999,"419,59",4
SP,GETULINASP,16450000,16479999,"419,59",7
SP,GLICERIOSP,16270000,16289999,"419,59",7
SP,GUAIMBESP,16480000,16499999,"419,59",7
SP,GUAPIACUSP,15110000,15114999,"419,59",3
SP,GUARACAISP,16980000,16999999,"419,59",4
SP,GUARANTASP,16570000,16599999,"419,59",4
SP,GUARARAPESSP,16700000,16749999,"419,59",4
SP,GUARASP,14580000,14599999,"419,59",4
SP,GUARIBASP,14840000,14849999,"419,59",4
SP,GUATAPARASP,14115000,14119999,"419,59",7
SP,HERCULANDIASP,17650000,17669999,"419,59",7
SP,IACANGASP,17180000,17189999,"419,59",5
SP,IACRISP,17680000,17689999,"419,59",3
SP,IBATESP,14815000,14819999,"419,59",4
SP,IBIRASP,15860000,15869999,"419,59",4
SP,IBITINGASP,14940000,14954999,"419,59",4
SP,ICEMSP,15460000,15469999,"419,59",4
SP,ILHABELASP,11630000,11659999,"462,99",7
SP,INUBIAPAULISTASP,17760000,17779999,"419,59",7
SP,IPIGUASP,15108000,15109999,"419,59",4
SP,IPUASP,14610000,14619999,"419,59",4
SP,IRAPUASP,14990000,14999999,"419,59",5
SP,IRAPURUSP,17880000,17889999,"419,59",7
SP,ITAJOBISP,15840000,15844999,"419,59",4
SP,ITAJUSP,17260000,17269999,"419,59",7
SP,ITAPOLISSP,14900000,14909999,"419,59",4
SP,ITAPURASP,15390000,15399999,"419,59",7
SP,ITIRAPINASP,13530000,13536999,"419,59",4
SP,ITOBISP,13715000,13719999,"419,59",5
SP,ITUVERAVASP,14500000,14529999,"419,59",4
SP,JABOTICABALSP,14870000,14899999,"419,59",4
SP,JACISP,15155000,15159999,"419,59",3
SP,JARDINOPOLISSP,14680000,14699999,"419,59",4
SP,JOSEBONIFACIOSP,15200000,15209999,"419,59",3
SP,JUNQUEIROPOLISSP,17890000,17899999,"419,59",7
SP,LAGOINHASP,12130000,12139999,"419,59",7
SP,LAVINIASP,16850000,16879999,"419,59",4
SP,LAVRINHASSP,12760000,12799999,"439,45",5
SP,LEMESP,13610000,13624999,"419,59",3
SP,LORENASP,12600000,12614999,"419,59",3
SP,LOURDESSP,15285000,15289999,"419,59",7
SP,LUCELIASP,17780000,17789999,"419,59",4
SP,LUCIANOPOLISSP,17475000,17479999,"419,59",7
SP,LUISANTONIOSP,14210000,14229999,"419,59",4
SP,LUIZIANIASP,16340000,16349999,"464,85",4
SP,MACAUBALSP,15270000,15274999,"419,59",4
SP,MARABAPAULISTASP,19430000,19449999,"419,59",7
SP,MARAPOAMASP,15845000,15849999,"419,59",4
SP,MARIAPOLISSP,17810000,17829999,"419,59",7
SP,MATAOSP,15990000,15999999,"419,59",4
SP,MENDONCASP,15220000,15224999,"419,59",4
SP,MIRANDOPOLISSP,16800000,16849999,"419,59",4
SP,MIRANTEDOPARANAPANEMASP,19260000,19272999,"419,59",7
SP,MIRASSOLANDIASP,15145000,15149999,"419,59",4
SP,MIRASSOLSP,15130000,15139999,"419,59",3
SP,MOCOCASP,13730000,13759999,"419,59",3
SP,MONCOESSP,15275000,15279999,"419,59",4
SP,MONTEALTOSP,15910000,15919999,"419,59",4
SP,MONTEAPRAZIVELSP,15150000,15154999,"419,59",3
SP,MONTEAZULPAULISTASP,14730000,14734999,"419,59",4
SP,MONTECASTELOSP,17960000,17969999,"419,59",7
SP,MORROAGUDOSP,14640000,14659999,"419,59",4
SP,MOTUCASP,14835000,14839999,"419,59",7
SP,MURUTINGADOSULSP,16950000,16979999,"419,59",4
SP,NEVESPAULISTASP,15120000,15129999,"419,59",4
SP,NHANDEARASP,15190000,15199999,"419,59",4
SP,NIPOASP,15240000,15249999,"419,59",4
SP,NOVAALIANCASP,15210000,15219999,"419,59",4
SP,NOVAEUROPASP,14920000,14929999,"419,59",4
SP,NOVAGRANADASP,15440000,15449999,"419,59",4
SP,NOVAGUATAPORANGASP,17950000,17959999,"419,59",7
SP,NOVAINDEPENDENCIASP,16940000,16949999,"419,59",5
SP,NOVAISSP,15885000,15889999,"419,59",5
SP,NOVOHORIZONTESP,14960000,14979999,"419,59",4
SP,NUPORANGASP,14670000,14679999,"419,59",5
SP,ONDAVERDESP,15450000,15459999,"419,59",4
SP,ORINDIUVASP,15480000,15489999,"419,59",4
SP,OSVALDOCRUZSP,17700000,17709999,"419,59",3
SP,OUROVERDESP,17920000,17929999,"419,59",7
SP,PACAEMBUSP,17860000,17869999,"419,59",7
SP,PALESTINASP,15470000,15479999,"419,59",4
SP,PALMARESPAULISTASP,15828000,15829999,"419,59",5
SP,PANORAMASP,17980000,17989999,"464,85",4
SP,PARAISOSP,15825000,15827999,"419,59",5
SP,PARAPUASP,17730000,17739999,"419,59",3
SP,PARISISP,15525000,15529999,"419,59",7
SP,PATROCINIOPAULISTASP,14415000,14419999,"419,59",5
SP,PAULICEIASP,17990000,17999999,"464,85",4
SP,PAULODEFARIASP,15490000,15494999,"419,59",4
SP,PENAPOLISSP,16300000,16309999,"419,59",5
SP,PIACATUSP,16230000,16239999,"419,59",7
SP,PINDORAMASP,15830000,15839999,"419,59",4
SP,PIQUEROBISP,19410000,19429999,"419,59",4
SP,PIQUETESP,12620000,12629999,"439,45",7
SP,PIRAJUISP,16600000,16639999,"419,59",4
SP,PIRASSUNUNGASP,13630000,13649999,"419,59",3
SP,PITANGUEIRASSP,14750000,14764999,"419,59",4
SP,PLANALTOSP,15260000,15264999,"419,59",5
SP,POLONISP,15160000,15169999,"419,59",4
SP,PONGAISP,16660000,16669999,"419,59",7
SP,PONTALSP,14180000,14199999,"419,59",4
SP,PORTOFERREIRASP,13660000,13669999,"419,59",3
SP,POTIRENDABASP,15105000,15107999,"419,59",4
SP,PRACINHASP,17790000,17799999,"419,59",7
SP,PRADOPOLISSP,14850000,14859999,"419,59",4
SP,PRESIDENTEALVESSP,16670000,16679999,"419,59",7
SP,PRESIDENTEEPITACIOSP,19470000,19499999,"419,59",4
SP,PRESIDENTEVENCESLAUSP,19400000,19409999,"419,59",4
SP,PROMISSAOSP,16370000,16399999,"419,59",5
SP,QUEIROZSP,17590000,17599999,"419,59",7
SP,QUELUZSP,12800000,12819999,"419,59",5
SP,REGINOPOLISSP,17190000,17199999,"419,59",5
SP,RESTINGASP,14430000,14439999,"419,59",4
SP,RIBEIRAOBONITOSP,13580000,13589999,"419,59",5
SP,RIBEIRAODOSINDIOSSP,19380000,19399999,"419,59",7
SP,RIBEIRAOPRETOSP,14000000,14114999,"419,59",3
SP,RINCAOSP,14830000,14834999,"419,59",5
SP,RINOPOLISSP,17740000,17759999,"419,59",4
SP,ROSANASP,19273000,19274999,"445,05",7
SP,ROSEIRASP,12580000,12599999,"419,59",7
SP,RUBIACEASP,16750000,16789999,"419,59",4
SP,SABINOSP,16440000,16449999,"419,59",7
SP,SAGRESSP,17710000,17719999,"419,59",7
SP,SALESOLIVEIRASP,14660000,14669999,"419,59",4
SP,SALESSP,14980000,14989999,"419,59",5
SP,SALMOURAOSP,17720000,17729999,"419,59",7
SP,SANDOVALINASP,19250000,19259999,"445,05",7
SP,SANTAADELIASP,15950000,15959999,"419,59",4
SP,SANTACRUZDACONCEICAOSP,13625000,13629999,"419,59",7
SP,SANTACRUZDAESPERANCASP,14250000,14259999,"419,59",4
SP,SANTACRUZDASPALMEIRASSP,13650000,13659999,"419,59",3
SP,SANTAERNESTINASP,15970000,15979999,"419,59",4
SP,SANTALUCIASP,14825000,14829999,"419,59",5
SP,SANTAMERCEDESSP,17940000,17949999,"419,59",7
SP,SANTARITADOPASSAQUATROSP,13670000,13689999,"419,59",3
SP,SANTAROSADEVITERBOSP,14270000,14299999,"419,59",4
SP,SANTOANTONIODOARACANGUASP,16130000,16199999,"419,59",7
SP,SANTOANTONIODOJARDIMSP,13995000,13999999,"419,59",3
SP,SANTOPOLISDOAGUAPEISP,16240000,16249999,"419,59",7
SP,SAOCARLOSSP,13560000,13579999,"419,59",3
SP,SAOJOAODABOAVISTASP,13870000,13879999,"419,59",3
SP,SAOJOAODOPAUDALHOSP,17970000,17979999,"419,59",7
SP,SAOJOAQUIMDABARRASP,14600000,14609999,"419,59",3
SP,SAOJOSEDABELAVISTASP,14440000,14444999,"419,59",7
SP,SAOJOSEDOBARREIROSP,12830000,12849999,"419,59",5
SP,SAOJOSEDORIOPARDOSP,13720000,13729999,"419,59",4
SP,SAOJOSEDORIOPRETOSP,15000000,15104999,"419,59",3
SP,SAOPEDROSP,13520000,13524999,"419,59",3
SP,SAOSEBASTIAODAGRAMASP,13790000,13799999,"419,59",4
SP,SAOSEBASTIAOSP,11600000,11629999,"419,59",5
SP,SAOSIMAOSP,14200000,14209999,"419,59",4
SP,SEBASTIANOPOLISDOSULSP,15180000,15189999,"419,59",4
SP,SERRAAZULSP,14230000,14239999,"419,59",5
SP,SERRANASP,14150000,14159999,"419,59",4
SP,SERTAOZINHOSP,14160000,14179999,"419,59",4
SP,SILVEIRASSP,12690000,12699999,"419,59",5
SP,TABAPUASP,15880000,15884999,"419,59",5
SP,TABATINGASP,14910000,14919999,"419,59",4
SP,TAIACUSP,14725000,14729999,"419,59",4
SP,TAIUVASP,14720000,14724999,"419,59",4
SP,TAMBAUSP,13710000,13714999,"419,59",3
SP,TANABISP,15170000,15179999,"419,59",3
SP,TAQUARALSP,14765000,14769999,"419,59",4
SP,TAQUARITINGASP,15900000,15909999,"419,59",3
SP,TEODOROSAMPAIOSP,19280000,19299999,"419,59",7
SP,TERRAROXASP,14745000,14749999,"419,59",4
SP,TRABIJUSP,14935000,14939999,"419,59",5
SP,TUPIPAULISTASP,17930000,17939999,"419,59",4
SP,TURIUBASP,15280000,15284999,"419,59",7
SP,UBARANASP,15225000,15229999,"419,59",4
SP,UBATUBASP,11680000,11699999,"434,96",4
SP,UCHOASP,15890000,15894999,"419,59",4
SP,UNIAOPAULISTASP,15250000,15259999,"419,59",4
SP,URUPESSP,15850000,15859999,"419,59",4
SP,URUSP,16650000,16659999,"419,59",7
SP,VALENTIMGENTILSP,15520000,15524999,"419,59",4
SP,VALPARAISOSP,16880000,16899999,"419,59",5
SP,VARGEMGRANDEDOSULSP,13880000,13889999,"419,59",4
SP,VIRADOUROSP,14740000,14744999,"419,59",4
SP,VOTUPORANGASP,15500000,15519999,"419,59",3
SP,ZACARIASSP,15265000,15269999,"419,59",7
SP,ALTAIRSP,15430000,15439999,"462,39",7
SP,APARECIDADOESTESP,15735000,15739999,"462,39",4
SP,ARAMINASP,14550000,14569999,"462,39",4
SP,ASPASIASP,15763000,15764999,"462,39",7
SP,AURIFLAMASP,15350000,15354999,"462,39",4
SP,BARRETOSSP,14780000,14789999,"462,39",3
SP,BURITIZALSP,14570000,14579999,"462,39",4
SP,CAJOBISP,15410000,15419999,"462,39",5
SP,CANDIDORODRIGUESSP,15930000,15939999,"462,39",7
MG,CARNEIRINHOMG,38290000,38294999,"471,81",7
SP,CRISTAISPAULISTASP,14460000,14469999,"462,39",5
SP,DIRCEREISSP,15715000,15717999,"462,39",7
SP,DOLCINOPOLISSP,15740000,15744999,"462,39",7
SP,ESTRELADOESTESP,15650000,15669999,"462,39",5
SP,FERNANDOPRESTESSP,15940000,15949999,"462,39",7
SP,GASTAOVIDIGALSP,15330000,15339999,"462,39",7
SP,GENERALSALGADOSP,15300000,15309999,"462,39",4
SP,GUAIRASP,14790000,14794999,"462,39",4
SP,GUARACISP,15420000,15424999,"462,39",7
SP,GUARANIDOESTESP,15680000,15684999,"462,39",7
SP,GUZOLANDIASP,15355000,15359999,"462,39",4
SP,IGARAPAVASP,14540000,14549999,"462,39",4
SP,ILHASOLTEIRASP,15385000,15389999,"462,39",4
SP,INDIAPORASP,15690000,15699999,"462,39",7
SP,ITIRAPUASP,14420000,14429999,"462,39",5
MG,ITURAMAMG,38280000,38287999,"471,81",4
SP,JABORANDISP,14775000,14779999,"462,39",4
SP,JALESSP,15700000,15709999,"462,39",4
SP,JERIQUARASP,14450000,14459999,"462,39",5
MG,LIMEIRADOOESTEMG,38295000,38299999,"471,81",7
SP,MACEDONIASP,15620000,15624999,"462,39",7
SP,MAGDASP,15310000,15312999,"462,39",4
SP,MARINOPOLISSP,15730000,15734999,"462,39",4
SP,MERIDIANOSP,15625000,15629999,"462,39",7
SP,MESOPOLISSP,15748000,15749999,"462,39",7
SP,MIGUELOPOLISSP,14530000,14539999,"462,39",4
SP,MIRAESTRELASP,15580000,15599999,"462,39",7
SP,NOVACANAAPAULISTASP,15773000,15774999,"462,39",7
SP,NOVACASTILHOSP,15313000,15314999,"462,39",7
SP,NOVALUZITANIASP,15340000,15349999,"462,39",7
SP,OLIMPIASP,15400000,15409999,"462,39",4
SP,ORLANDIASP,14620000,14639999,"462,39",3
SP,OUROESTESP,15685000,15689999,"462,39",3
SP,PALMEIRADOESTESP,15720000,15729999,"462,39",4
SP,PARANAPUASP,15745000,15747999,"462,39",7
SP,PEDRANOPOLISSP,15630000,15639999,"462,39",7
SP,PEDREGULHOSP,14470000,14489999,"462,39",5
SP,PEREIRABARRETOSP,15370000,15379999,"462,39",4
SP,PIRANGISP,15820000,15822999,"462,39",4
SP,PONTALINDASP,15718000,15719999,"462,39",7
SP,PONTESGESTALSP,15560000,15569999,"462,39",7
SP,POPULINASP,15670000,15679999,"462,39",7
SP,RIBEIRAOCORRENTESP,14445000,14449999,"462,39",7
SP,RIFAINASP,14490000,14499999,"462,39",4
SP,RIOLANDIASP,15495000,15499999,"462,39",7
SP,RUBINEIASP,15790000,15799999,"462,39",7
SP,SANTAALBERTINASP,15750000,15754999,"462,39",7
SP,SANTACLARADOESTESP,15785000,15789999,"462,39",7
SP,SANTAFEDOSULSP,15775000,15779999,"462,39",4
SP,SANTANADAPONTEPENSASP,15765000,15767999,"462,39",7
SP,SANTARITADOESTESP,15780000,15784999,"462,39",7
SP,SANTASALETESP,15768000,15769999,"462,39",7
SP,SAOFRANCISCOSP,15710000,15712999,"462,39",7
SP,SAOJOAODASDUASPONTESSP,15640000,15649999,"462,39",7
SP,SAOJOAODEIRACEMASP,15315000,15319999,"462,39",7
SP,SEVERINIASP,14735000,14739999,"462,39",5
SP,SUDMENNUCCISP,15360000,15369999,"462,39",4
SP,SUZANAPOLISSP,15380000,15384999,"462,39",4
SP,TRESFRONTEIRASSP,15770000,15772999,"462,39",4
SP,TURMALINASP,15755000,15759999,"462,39",7
SP,URANIASP,15760000,15762999,"462,39",4
SP,VISTAALEGREDOALTOSP,15920000,15929999,"462,39",4
SP,VITORIABRASILSP,15713000,15714999,"462,39",7
SP,ARACARIGUAMASP,18147000,18149999,"406,67",4
SP,ARUJASP,7400000,7499999,"406,67",2
SP,BARUERISP,6400000,6499999,"406,67",2
SP,BIRITIBAMIRIMSP,8940000,8969999,"406,67",5
SP,CAIEIRASSP,7700000,7749999,"406,67",4
SP,CARAPICUIBASP,6300000,6399999,"406,67",4
SP,COTIASP,6700000,6729999,"406,67",2
SP,DIADEMASP,9900000,9999999,"406,67",4
SP,EMBUDASARTESSP,6800000,6849999,"406,67",4
SP,EMBUGUACUSP,6900000,6949999,"406,67",5
SP,FERRAZDEVASCONCELOSSP,8500000,8549999,"406,67",3
SP,FRANCISCOMORATOSP,7900000,7999999,"406,67",4
SP,FRANCODAROCHASP,7800000,7899999,"406,67",4
SP,GUARULHOSSP,7000000,7399999,"406,67",3
SP,ITAPECERICADASERRASP,6850000,6889999,"406,67",4
SP,ITAPEVISP,6650000,6699999,"406,67",4
SP,ITAQUAQUECETUBASP,8570000,8599999,"406,67",3
SP,JANDIRASP,6600000,6649999,"406,67",2
SP,JUQUITIBASP,6950000,6999999,"406,67",7
SP,MAIRIPORASP,7600000,7699999,"406,67",3
SP,MAUASP,9300000,9399999,"406,67",3
SP,MOGIDASCRUZESSP,8700000,8899999,"406,67",2
SP,OSASCOSP,6000000,6299999,"406,67",4
SP,PIRAPORADOBOMJESUSSP,6550000,6599999,"406,67",4
SP,POASP,8550000,8569999,"406,67",3
SP,RIBEIRAOPIRESSP,9400000,9449999,"406,67",3
SP,RIOGRANDEDASERRASP,9450000,9499999,"406,67",3
SP,SALESOPOLISSP,8970000,8999999,"406,67",5
SP,SANTAISABELSP,7500000,7599999,"406,67",5
SP,SANTANADEPARNAIBASP,6500000,6549999,"406,67",4
SP,SANTOANDRESP,9000000,9299999,"406,67",2
SP,SAOBERNARDODOCAMPOSP,9600000,9899999,"406,67",2
SP,SAOCAETANODOSULSP,9500000,9599999,"406,67",4
SP,SAOLOURENCODASERRASP,6890000,6899999,"406,67",7
SP,SAOPAULOSP,1000000,5999999,"406,67",2
SP,SAOPAULOSP,8000000,8499999,"406,67",2
SP,SUZANOSP,8600000,8699999,"406,67",3
SP,TABOAODASERRASP,6750000,6799999,"406,67",4
SP,VARGEMGRANDEPAULISTASP,6730000,6749999,"406,67",4
